Demand [MW],Plant1,Plant2,Plant3,Plant4,Plant5
1.0,0.0,0.0,0.0,0.9999999999999998,0.0
3.0,2.5435356114378282,0.0,0.0,0.4564643885621726,0.0
5.0,0.0,0.0,0.0,5.000000000000002,0.0
7.0,0.5,0.0,0.0,6.500000000000002,0.0
9.0,8.54353561143783,0.0,0.0,0.4564643885621711,0.0
11.0,2.9999999999999996,0.0,0.0,7.999999999999998,0.0
13.0,4.499999999999999,0.0,0.0,8.499999999999998,0.0
15.0,15.000000000000002,0.0,0.0,0.0,0.0
18.0,15.5,0.0,0.0,2.5000000000000004,0.0
21.0,4.0,0.0,0.0,16.999999999999996,0.0
